Trip_ID,Customer_ID,Driver_ID,Customer_Age,Customer_Gender,Is_Prime_Member,Vehicle_Type,Distance_KM,Duration_Min,Day_of_Week,day_num,hour,demand_category,Weather_Condition,weather_severity,Traffic_Level,traffic_severity,Surge_Multiplier,baseline_surge,calyber_surge,Total_Fare,baseline_fare,calyber_fare,base_fare_estimate,surge_premium,surge_premium_pct,Wait_Time_Min,captive_rider_index,captive_quartile,fairness_band,high_demand,savings,surge_reduction
TRIP49208630,519234,701129,26,M,1,Auto,16.06,34.5,Monday,0,18.0,Evening Peak,Cloudy,1,High,2,1.64,1.64,1.3,219.19,219.19,173.74817073170732,133.65243902439025,85.53756097560975,63.99999999999999,3.8,0.2990228736397956,Extreme,High,1,45.44182926829268,0.33999999999999986
TRIP22577174,526591,702114,56,F,1,Auto,5.22,10.4,Sunday,6,14.0,Midday,Clear,0,Low,0,1.0,1.0,1.0,62.0,62.0,62.0,62.0,0.0,0.0,11.8,0.3304093567251462,Extreme,Fair,0,0.0,0.0
TRIP09816111,530160,701767,31,F,1,Auto,1.24,3.7,Wednesday,2,8.0,Morning Peak,Clear,0,Severe,3,1.91,1.91,1.3,39.25,39.25,26.714659685863875,20.54973821989529,18.70026178010471,91.0,2.9,0.358150122140795,Extreme,High,1,12.535340314136125,0.6099999999999999
TRIP61655328,524439,707213,18,M,1,Mini,3.18,7.8,Tuesday,1,22.0,Night,Rainy,3,Low,0,1.28,1.28,1.28,69.08,69.08,69.08,53.96875,15.111249999999998,28.0,0.5,0.0886075949367088,Low,Moderate,0,0.0,0.0
TRIP75136198,583054,700023,57,F,0,Sedan,5.83,16.6,Tuesday,1,22.0,Night,Rainy,3,Medium,1,1.15,1.15,1.15,136.24,136.24,136.24,118.46956521739132,17.77043478260869,14.999999999999991,3.0,0.120567769635058,Medium,Fair,0,0.0,0.0
TRIP30411705,541484,706609,31,F,1,Sedan,7.4,20.8,Saturday,5,8.0,Morning Peak,Clear,0,Medium,1,1.12,1.12,1.12,151.4,151.4,151.4,135.17857142857142,16.22142857142859,12.000000000000014,2.4,0.0935302390998593,Low,Fair,0,0.0,0.0
TRIP13142908,512192,710344,34,M,0,Bike,4.76,16.7,Tuesday,1,14.0,Midday,Clear,0,Medium,1,1.0,1.0,1.0,46.07,46.07,46.07,46.07,0.0,0.0,1.2,0.0204678362573099,Low,Fair,0,0.0,0.0
TRIP53291478,533560,706122,60,M,0,SUV,12.25,36.5,Monday,0,8.0,Morning Peak,Clear,0,Medium,1,1.22,1.22,1.22,295.1,295.1,295.1,241.88524590163937,53.21475409836066,22.0,2.0,0.1134799022873639,Medium,Moderate,0,0.0,0.0
TRIP12194220,521371,717082,57,F,1,Sedan,4.68,9.1,Saturday,5,18.0,Evening Peak,Clear,0,Low,0,1.31,1.31,1.3,117.49,117.49,116.59312977099236,89.68702290076335,27.80297709923664,31.000000000000007,7.9,0.3144755348286328,Extreme,Moderate,0,0.8968702290076322,0.010000000000000009
TRIP89452612,538222,719823,56,F,1,Sedan,19.48,45.2,Wednesday,2,,Night,Cloudy,1,Low,0,1.23,1.23,1.23,341.56,341.56,341.56,277.6910569105691,63.8689430894309,23.0,1.4,0.0991005996002664,Low,Moderate,0,0.0,0.0
TRIP34146067,526741,716725,42,F,1,Mini,13.7,24.8,Monday,0,18.0,Evening Peak,Clear,0,High,2,1.62,1.62,1.5,233.68,233.68,216.3703703703704,144.2469135802469,89.4330864197531,62.000000000000014,1.9,0.2371382041601895,High,High,1,17.309629629629598,0.1200000000000001
TRIP52518993,596481,707488,56,M,1,Auto,5.43,10.1,Monday,0,8.0,Morning Peak,Clear,0,Low,0,1.44,1.44,1.44,83.31,83.31,83.31,57.85416666666667,25.45583333333333,43.99999999999999,4.2,0.2474276408320378,High,Moderate,0,0.0,0.0
TRIP70809928,527029,716734,34,M,0,Auto,2.52,5.0,Monday,0,8.0,Morning Peak,Rainy,3,Medium,1,1.53,1.53,1.4,41.56,41.56,38.02875816993464,27.163398692810457,14.396601307189544,53.000000000000014,1.7,0.2028092382855874,High,High,1,3.531241830065362,0.13000000000000012
TRIP70474402,566321,705174,29,M,0,Sedan,8.75,34.5,Tuesday,1,8.0,Morning Peak,Foggy,2,Severe,3,2.09,2.09,1.3,287.99,287.99,179.1325358851675,137.79425837320576,150.19574162679424,108.99999999999996,3.3,0.4268080538899992,Extreme,Extreme,1,108.85746411483251,0.7899999999999998
TRIP87617027,568577,701324,22,F,0,Mini,2.85,6.9,Tuesday,1,14.0,Midday,Clear,0,Medium,1,1.0,1.0,1.0,60.03,60.03,60.03,60.03,0.0,0.0,7.8,0.2134502923976608,High,Fair,0,0.0,0.0
TRIP65591895,525433,713442,43,M,0,Prime,1.48,6.8,Wednesday,2,,Night,Clear,0,Low,0,1.01,1.01,1.01,110.8,110.8,110.8,109.7029702970297,1.0970297029703031,1.0000000000000058,6.7,0.1844511066696276,Medium,Fair,0,0.0,0.0
TRIP99369568,541994,710449,37,F,0,Mini,7.77,17.7,Monday,0,22.0,Night,Foggy,2,High,2,1.35,1.35,1.35,122.61,122.61,122.61,90.82222222222222,31.787777777777777,35.0,2.0,0.1546191427936931,Medium,Moderate,0,0.0,0.0
TRIP97020194,544682,702627,54,M,1,Mini,2.32,5.0,Sunday,6,14.0,Midday,Foggy,2,High,2,1.27,1.27,1.27,59.3,59.3,59.3,46.69291338582677,12.607086614173229,27.0,3.9,0.1848582426530461,Medium,Moderate,0,0.0,0.0
TRIP24319221,545955,706107,50,M,0,Auto,5.51,9.5,Sunday,6,22.0,Night,Clear,0,Low,0,1.0,1.0,1.0,60.43,60.43,60.43,60.43,0.0,0.0,1.4,0.0263157894736842,Low,Fair,0,0.0,0.0
TRIP87689714,536000,712640,29,M,0,Bike,3.56,7.7,Monday,0,18.0,Evening Peak,Foggy,2,Low,0,1.2,1.2,1.2,38.24,38.24,38.24,31.86666666666667,6.373333333333331,19.99999999999999,2.8,0.1305426012288104,Medium,Fair,0,0.0,0.0
TRIP34002876,545081,715593,30,F,0,Bike,1.62,2.9,Saturday,5,,Night,Clear,0,Medium,1,1.0,1.0,1.0,25.0,25.0,25.0,25.0,0.0,0.0,5.7,0.1520467836257309,Medium,Fair,0,0.0,0.0
TRIP08879547,574506,718614,27,Other,0,SUV,12.22,31.9,Thursday,3,8.0,Morning Peak,Clear,0,Medium,1,1.43,1.43,1.43,327.51,327.51,327.51,229.02797202797203,98.48202797202796,43.0,1.0,0.1506958324080242,Medium,Moderate,0,0.0,0.0
TRIP72177312,576832,711140,61,Other,0,Auto,12.12,28.2,Tuesday,1,18.0,Evening Peak,Stormy,4,Severe,3,2.28,2.28,1.3,240.37,240.37,137.05307017543862,105.42543859649123,134.94456140350877,128.0,9.5,0.6682211858760825,Extreme,Extreme,1,103.31692982456138,0.9799999999999998
TRIP68245185,595231,714632,61,F,1,Bike,13.46,33.1,Wednesday,2,,Night,Cloudy,1,Low,0,1.19,1.19,1.19,101.25,101.25,101.25,85.08403361344538,16.165966386554615,18.99999999999999,2.5,0.1186061144422236,Medium,Fair,0,0.0,0.0
TRIP24396538,595428,709446,25,M,1,Mini,26.06,124.4,Friday,4,22.0,Night,Rainy,3,High,2,1.58,1.58,1.4,484.8,484.8,429.5696202531645,306.8354430379747,177.9645569620253,57.99999999999999,0.5,0.1835443037974683,Medium,High,1,55.230379746835524,0.18000000000000016
TRIP26893980,546575,713020,57,M,1,Mini,5.46,10.5,Wednesday,2,22.0,Night,Clear,0,Medium,1,1.0,1.0,1.0,86.44,86.44,86.44,86.44,0.0,0.0,7.4,0.2017543859649122,High,Fair,0,0.0,0.0
TRIP00608977,506501,704441,43,M,0,SUV,2.98,10.9,Monday,0,14.0,Midday,Clear,0,Medium,1,1.0,1.0,1.0,114.14,114.14,114.14,114.14,0.0,0.0,0.5,0.0,Low,Fair,0,0.0,0.0
TRIP52909702,575812,717582,28,F,0,SUV,7.54,14.5,Thursday,3,8.0,Morning Peak,Clear,0,Medium,1,1.16,1.16,1.16,209.89,209.89,209.89,180.9396551724138,28.95034482758618,15.999999999999984,5.2,0.1880598119772003,High,Fair,0,0.0,0.0
TRIP74263727,523665,710143,26,M,1,Sedan,3.87,7.7,Sunday,6,22.0,Night,Clear,0,Medium,1,1.12,1.12,1.12,103.72,103.72,103.72,92.60714285714285,11.112857142857152,12.00000000000001,2.9,0.108150122140795,Medium,Fair,0,0.0,0.0
TRIP20301104,511562,709729,62,M,1,Sedan,3.59,9.3,Saturday,5,,Night,Clear,0,High,2,1.11,1.11,1.11,91.51,91.51,91.51,82.44144144144144,9.068558558558564,11.000000000000009,2.7,0.0991376119623954,Low,Fair,0,0.0,0.0
TRIP60429787,523508,707150,42,M,0,SUV,5.35,9.3,Saturday,5,18.0,Evening Peak,Clear,0,High,2,1.67,1.67,1.5,187.95,187.95,168.81736526946108,112.54491017964072,75.40508982035927,66.99999999999999,0.6,0.2149492930638833,High,High,1,19.13263473053891,0.16999999999999993
TRIP07668003,579033,711132,34,M,0,Bike,3.47,6.3,Wednesday,2,18.0,Evening Peak,Clear,0,High,2,1.57,1.57,1.57,41.3,41.3,41.3,26.30573248407643,14.994267515923568,57.00000000000001,0.5,0.180379746835443,Medium,High,1,0.0,0.0
TRIP43798831,527575,706870,52,M,1,Prime,7.39,12.7,Sunday,6,18.0,Evening Peak,Cloudy,1,Severe,3,1.79,1.79,1.3,330.56,330.56,240.07150837988823,184.6703910614525,145.8896089385475,79.00000000000001,2.7,0.3143274853801169,Extreme,High,1,90.48849162011177,0.49
TRIP99213666,523077,707306,37,F,0,Bike,13.72,39.9,Friday,4,14.0,Midday,Cloudy,1,Low,0,1.0,1.0,1.0,91.23,91.23,91.23,91.23,0.0,0.0,2.2,0.0497076023391812,Low,Fair,0,0.0,0.0
TRIP65231831,536352,710815,22,M,1,Mini,9.52,19.8,Monday,0,8.0,Morning Peak,Stormy,4,Low,0,1.62,1.62,1.5,177.62,177.62,164.46296296296293,109.64197530864196,67.97802469135803,62.000000000000014,0.5,0.1962025316455696,High,High,1,13.157037037037071,0.1200000000000001
TRIP68336930,575584,705907,20,F,0,Mini,9.06,20.4,Tuesday,1,14.0,Midday,Foggy,2,Medium,1,1.0,1.0,1.0,125.96,125.96,125.96,125.96,0.0,0.0,7.0,0.1900584795321637,High,Fair,0,0.0,0.0
TRIP80631582,505210,706315,27,M,0,Bike,5.09,9.4,Saturday,5,8.0,Morning Peak,Foggy,2,Low,0,1.24,1.24,1.24,46.7,46.7,46.7,37.66129032258065,9.038709677419355,24.0,0.5,0.0759493670886075,Low,Moderate,0,0.0,0.0
TRIP78868106,586336,701305,46,F,0,Mini,6.65,12.0,Wednesday,2,18.0,Evening Peak,Clear,0,Medium,1,1.2,1.2,1.2,113.02,113.02,113.02,94.18333333333334,18.83666666666666,19.99999999999999,6.2,0.2299578059071729,High,Fair,0,0.0,0.0
TRIP15466151,550373,710725,39,M,1,SUV,10.22,27.2,Tuesday,1,8.0,Morning Peak,Clear,0,Severe,3,2.06,2.06,1.3,396.55,396.55,250.25,192.5,204.05,106.0,2.0,0.3793026870974906,Extreme,Extreme,1,146.3,0.76
TRIP00027070,593107,709105,39,F,0,Bike,8.88,17.6,Wednesday,2,18.0,Evening Peak,Rainy,3,Medium,1,1.45,1.45,1.4,85.53,85.53,82.58068965517242,58.98620689655173,26.54379310344828,44.99999999999999,4.1,0.247668221185876,High,Moderate,0,2.9493103448275804,0.050000000000000044
TRIP18534100,597753,711498,64,M,0,Prime,3.03,10.7,Thursday,3,14.0,Midday,Cloudy,1,Medium,1,1.08,1.08,1.08,144.46,144.46,144.46,133.75925925925927,10.70074074074074,8.0,2.5,0.0837959878599452,Low,Fair,0,0.0,0.0
TRIP42265199,598408,711409,28,M,0,Bike,2.44,4.3,Saturday,5,22.0,Night,Clear,0,Low,0,1.06,1.06,1.06,28.01,28.01,28.01,26.42452830188679,1.58547169811321,6.00000000000001,2.6,0.0803908505440817,Low,Fair,0,0.0,0.0
TRIP26578322,515449,719063,25,F,0,SUV,4.58,11.1,Sunday,6,8.0,Morning Peak,Cloudy,1,Medium,1,1.32,1.32,1.32,147.45,147.45,147.45,111.70454545454544,35.74545454545455,32.00000000000001,0.5,0.1012658227848101,Low,Moderate,0,0.0,0.0
TRIP18295823,569523,710497,18,M,0,Auto,8.7,19.8,Thursday,3,,Night,Clear,0,Low,0,1.03,1.03,1.03,94.98,94.98,94.98,92.2135922330097,2.766407766990298,3.0000000000000075,1.6,0.0416574135761344,Low,Fair,0,0.0,0.0
TRIP68667376,569100,706476,37,F,1,Bike,4.34,15.9,Saturday,5,8.0,Morning Peak,Clear,0,Severe,3,2.05,2.05,1.3,65.14,65.14,41.30829268292683,31.775609756097563,33.364390243902434,105.0,5.4,0.4755533348138278,Extreme,Extreme,1,23.831707317073167,0.7499999999999998
TRIP15165753,552194,715675,57,M,1,Mini,3.76,7.4,Saturday,5,8.0,Morning Peak,Clear,0,Low,0,1.22,1.22,1.22,72.81,72.81,72.81000000000002,59.68032786885247,13.129672131147537,21.99999999999999,9.0,0.3181582648604634,Extreme,Moderate,0,-1.4210854715202004e-14,0.0
TRIP25763502,566323,711906,58,M,1,Prime,8.66,28.4,Saturday,5,18.0,Evening Peak,Foggy,2,Medium,1,1.35,1.35,1.3,318.18,318.18,306.3955555555555,235.68888888888887,82.49111111111114,35.000000000000014,7.9,0.327133762676734,Extreme,Moderate,0,11.784444444444489,0.050000000000000044
TRIP94906589,583462,703009,41,F,0,SUV,1.61,7.9,Sunday,6,14.0,Midday,Cloudy,1,High,2,1.19,1.19,1.19,93.24,93.24,93.24,78.3529411764706,14.8870588235294,18.999999999999982,1.0,0.0747464653194166,Low,Fair,0,0.0,0.0
TRIP79420147,514645,719833,58,F,0,Sedan,2.28,5.0,Monday,0,18.0,Evening Peak,Clear,0,Low,0,1.21,1.21,1.21,82.7,82.7,82.7,68.34710743801654,14.352892561983468,20.99999999999999,3.9,0.1658709008808941,Medium,Moderate,0,0.0,0.0
TRIP13317362,591344,717106,40,F,0,Auto,5.15,16.0,Thursday,3,22.0,Night,Clear,0,Severe,3,1.46,1.46,1.3,75.46,75.46,67.19041095890411,51.68493150684931,23.775068493150684,46.0,7.8,0.3590199126508253,Extreme,Moderate,0,8.269589041095884,0.15999999999999992
TRIP28996519,523749,702488,60,M,1,Auto,3.19,7.5,Friday,4,8.0,Morning Peak,Rainy,3,Severe,3,2.02,2.02,1.3,71.99,71.99,46.330198019801976,35.63861386138613,36.35138613861386,102.00000000000004,5.6,0.4719076171441261,Extreme,Extreme,1,25.65980198019802,0.72
TRIP79930139,502051,704635,57,F,1,Mini,8.62,16.2,Monday,0,18.0,Evening Peak,Cloudy,1,High,2,1.64,1.64,1.5,164.39,164.39,150.35670731707316,100.23780487804878,64.15219512195121,63.99999999999999,0.5,0.2025316455696202,High,High,1,14.033292682926827,0.1399999999999999
TRIP82379646,585491,711167,18,F,0,Auto,12.76,44.2,Friday,4,22.0,Night,Rainy,3,Medium,1,1.3,1.3,1.3,158.72,158.72,158.72,122.09230769230768,36.62769230769232,30.000000000000004,9.5,0.3580946035976016,Extreme,Moderate,0,0.0,0.0
TRIP82174398,548570,707345,55,M,0,Mini,2.63,11.8,Sunday,6,8.0,Morning Peak,Clear,0,Low,0,1.31,1.31,1.3,68.66,68.66,68.13587786259541,52.41221374045801,16.24778625954199,31.00000000000001,7.0,0.2881597453549485,Extreme,Moderate,0,0.5241221374045892,0.010000000000000009
TRIP41918126,573431,707242,21,M,0,Auto,2.07,4.7,Friday,4,8.0,Morning Peak,Cloudy,1,Medium,1,1.49,1.49,1.49,44.53,44.53,44.53,29.885906040268456,14.644093959731546,49.00000000000001,0.5,0.1550632911392405,Medium,Moderate,0,0.0,0.0
TRIP41130727,538764,708316,45,F,0,Bike,3.92,17.7,Wednesday,2,18.0,Evening Peak,Clear,0,Medium,1,1.28,1.28,1.28,47.08,47.08,47.08,36.78125,10.298749999999998,28.0,1.3,0.1119994078022059,Medium,Moderate,0,0.0,0.0
TRIP22494010,511282,709948,21,F,0,Sedan,5.84,23.9,Tuesday,1,14.0,Midday,Foggy,2,Medium,1,1.05,1.05,1.05,131.75,131.75,131.75,125.47619047619048,6.273809523809533,5.000000000000007,5.7,0.1678695684358576,Medium,Fair,0,0.0,0.0
TRIP47237956,520885,703512,44,M,1,Mini,1.3,4.0,Friday,4,8.0,Morning Peak,Clear,0,Low,0,1.2,1.2,1.2,44.89,44.89,44.89000000000001,37.40833333333334,7.481666666666662,19.999999999999982,7.4,0.2650455252054186,High,Fair,0,-7.105427357601002e-15,0.0
TRIP34187115,518980,714496,54,M,1,Sedan,3.5,8.2,Monday,0,14.0,Midday,Clear,0,Severe,3,1.64,1.64,1.3,114.32,114.32,90.61951219512196,69.70731707317073,44.61268292682927,64.0,12.0,0.5387889555111407,Extreme,High,1,23.700487804878037,0.33999999999999986
TRIP14713554,548580,707890,62,M,0,Sedan,1.2,5.6,Saturday,5,22.0,Night,Clear,0,Low,0,1.0,1.0,1.0,62.2,62.2,62.2,62.2,0.0,0.0,0.7,0.0058479532163742,Low,Fair,0,0.0,0.0
TRIP57658245,564490,706269,30,M,1,SUV,12.11,24.8,Friday,4,14.0,Midday,Cloudy,1,High,2,1.32,1.32,1.32,327.29,327.29,327.29,247.9469696969697,79.34303030303033,32.000000000000014,2.7,0.1655933081649271,Medium,Moderate,0,0.0,0.0
TRIP99573470,576453,700939,56,F,0,Sedan,5.36,15.6,Saturday,5,22.0,Night,Clear,0,Medium,1,1.0,1.0,1.0,112.93,112.93,112.93,112.93,0.0,0.0,1.2,0.0204678362573099,Low,Fair,0,0.0,0.0
TRIP09133765,542699,716925,40,M,0,Bike,3.18,14.2,Tuesday,1,18.0,Evening Peak,Clear,0,High,2,1.69,1.69,1.5,44.27,44.27,39.29289940828403,26.19526627218935,18.074733727810653,69.0,1.4,0.244670219853431,High,High,1,4.977100591715974,0.18999999999999995
TRIP51983718,572022,703799,45,F,0,SUV,5.28,17.3,Monday,0,14.0,Midday,Rainy,3,Low,0,1.25,1.25,1.25,162.4,162.4,162.40000000000003,129.92000000000002,32.47999999999999,24.99999999999999,0.5,0.0791139240506329,Low,Moderate,0,-2.842170943040401e-14,0.0
TRIP42707152,533462,717859,43,F,0,Bike,3.85,14.4,Saturday,5,14.0,Midday,Clear,0,Low,0,1.0,1.0,1.0,37.76,37.76,37.76,37.76,0.0,0.0,8.3,0.2280701754385965,High,Fair,0,0.0,0.0
TRIP25513847,590466,708810,61,M,1,Sedan,2.65,5.2,Wednesday,2,18.0,Evening Peak,Clear,0,Low,0,1.36,1.36,1.36,74.43,74.43,74.43,54.72794117647059,19.70205882352942,36.000000000000014,1.1,0.1314679102820342,Medium,Moderate,0,0.0,0.0
TRIP05400104,595434,702937,24,M,0,Auto,1.54,4.5,Saturday,5,18.0,Evening Peak,Cloudy,1,High,2,1.56,1.56,1.5,39.48,39.48,37.96153846153846,25.307692307692307,14.17230769230769,55.99999999999999,3.8,0.2737064179435931,High,High,1,1.518461538461537,0.06000000000000005
TRIP20255783,554479,700357,59,F,1,Mini,3.52,10.5,Sunday,6,,Night,Clear,0,Medium,1,1.1,1.1,1.1,66.57,66.57,66.57,60.51818181818181,6.051818181818184,10.000000000000004,0.7,0.0374935228366274,Low,Fair,0,0.0,0.0
TRIP83787884,594985,710694,47,M,0,Mini,5.92,14.2,Friday,4,14.0,Midday,Clear,0,Medium,1,1.0,1.0,1.0,88.21,88.21,88.21,88.21,0.0,0.0,2.5,0.0584795321637426,Low,Fair,0,0.0,0.0
TRIP46712143,536550,712708,24,F,1,Mini,3.72,9.4,Thursday,3,8.0,Morning Peak,Rainy,3,High,2,1.61,1.61,1.3,79.74,79.74,64.3863354037267,49.527950310559,30.212049689440995,61.00000000000001,7.1,0.3860204308238951,Extreme,High,1,15.35366459627329,0.31000000000000005
TRIP22957161,548732,719118,33,F,1,Sedan,7.55,15.0,Tuesday,1,14.0,Midday,Clear,0,Low,0,1.11,1.11,1.11,146.27,146.27,146.27,131.77477477477478,14.495225225225226,11.0,8.2,0.2599563254126878,High,Fair,0,0.0,0.0
TRIP47089198,516253,715474,25,F,0,SUV,2.06,8.2,Wednesday,2,,Night,Rainy,3,High,2,1.58,1.58,1.4,113.58,113.58,100.6405063291139,71.88607594936708,41.69392405063292,58.00000000000001,0.5,0.1835443037974683,Medium,High,1,12.939493670886094,0.18000000000000016
TRIP54642225,583928,706941,28,F,1,Sedan,5.2,13.4,Saturday,5,,Night,Clear,0,Low,0,1.07,1.07,1.07,120.19,120.19,120.19,112.32710280373831,7.862897196261684,7.000000000000002,1.5,0.0513916648160485,Low,Fair,0,0.0,0.0
TRIP85205080,559405,716987,40,F,1,Auto,2.31,5.9,Tuesday,1,8.0,Morning Peak,Clear,0,High,2,1.49,1.49,1.49,48.67,48.67,48.67000000000001,32.664429530201346,16.005570469798656,48.99999999999999,2.4,0.210618846694796,High,Moderate,0,-7.105427357601002e-15,0.0
TRIP33462813,550323,715991,26,M,0,Sedan,10.1,29.6,Friday,4,14.0,Midday,Clear,0,Severe,3,1.73,1.73,1.5,283.51,283.51,245.8179190751445,163.878612716763,119.631387283237,73.0,1.1,0.2485565178769709,High,High,1,37.6920809248555,0.22999999999999998
TRIP07023646,563707,706155,60,M,0,Bike,7.83,19.0,Monday,0,8.0,Morning Peak,Cloudy,1,Medium,1,1.29,1.29,1.29,74.7,74.7,74.7,57.906976744186046,16.793023255813956,29.000000000000004,9.2,0.3461581168110148,Extreme,Moderate,0,0.0,0.0
TRIP41720543,573928,708685,55,M,0,Sedan,10.76,42.0,Tuesday,1,18.0,Evening Peak,Clear,0,High,2,1.7,1.7,1.5,295.59,295.59,260.81470588235294,173.8764705882353,121.71352941176468,69.99999999999999,0.5,0.2215189873417721,High,High,1,34.775294117647036,0.19999999999999996
TRIP55216588,542948,715877,41,M,0,Bike,7.58,16.2,Sunday,6,22.0,Night,Cloudy,1,High,2,1.19,1.19,1.19,66.91,66.91,66.91000000000001,56.22689075630253,10.683109243697473,18.99999999999999,4.2,0.1683137167814049,Medium,Fair,0,-1.4210854715202004e-14,0.0
TRIP60316193,563404,711632,41,F,0,Bike,1.19,2.7,Monday,0,18.0,Evening Peak,Cloudy,1,Low,0,1.37,1.37,1.37,25.0,25.0,25.0,18.24817518248175,6.751824817518251,37.00000000000002,0.5,0.1170886075949367,Medium,Moderate,0,0.0,0.0
TRIP43845432,517768,700330,45,F,0,Mini,5.08,23.9,Wednesday,2,14.0,Midday,Clear,0,High,2,1.19,1.19,1.19,102.4,102.4,102.4,86.05042016806723,16.349579831932772,19.0,0.5,0.0601265822784809,Low,Fair,0,0.0,0.0
TRIP15126609,536389,706135,40,M,1,Auto,8.09,19.5,Sunday,6,14.0,Midday,Cloudy,1,Severe,3,1.64,1.64,1.5,131.95,131.95,120.6859756097561,80.45731707317073,51.49268292682926,63.99999999999999,0.6,0.2054556221778073,High,High,1,11.26402439024389,0.1399999999999999
TRIP15827011,507715,717442,61,M,0,Mini,10.26,34.7,Friday,4,14.0,Midday,Clear,0,Low,0,1.0,1.0,1.0,145.9,145.9,145.9,145.9,0.0,0.0,5.8,0.1549707602339181,Medium,Fair,0,0.0,0.0
TRIP52622844,535523,706658,60,F,1,Sedan,4.31,8.2,Friday,4,22.0,Night,Cloudy,1,Medium,1,1.13,1.13,1.13,107.36,107.36,107.36,95.00884955752213,12.351150442477874,12.999999999999998,0.5,0.041139240506329,Low,Fair,0,0.0,0.0
TRIP65695360,579409,719809,21,F,0,Mini,0.81,1.4,Sunday,6,18.0,Evening Peak,Cloudy,1,High,2,1.49,1.49,1.49,40.5,40.5,40.5,27.181208053691275,13.318791946308725,49.0,0.6,0.1579872677474276,Medium,Moderate,0,0.0,0.0
TRIP98220599,594380,717899,38,M,0,Bike,9.6,40.9,Monday,0,,Night,Foggy,2,Low,0,1.0,1.0,1.0,78.44,78.44,78.44,78.44,0.0,0.0,0.5,0.0,Low,Fair,0,0.0,0.0
TRIP11963918,549700,700507,39,F,0,Prime,14.19,53.6,Thursday,3,22.0,Night,Cloudy,1,Medium,1,1.0,1.0,1.0,357.01,357.01,357.01,357.01,0.0,0.0,2.7,0.0643274853801169,Low,Fair,0,0.0,0.0
TRIP39651830,554141,715794,27,F,1,Sedan,4.94,8.9,Monday,0,14.0,Midday,Cloudy,1,Low,0,1.05,1.05,1.05,110.45,110.45,110.45000000000002,105.1904761904762,5.259523809523813,5.000000000000003,2.1,0.0626064105411207,Low,Fair,0,-1.4210854715202004e-14,0.0
TRIP79917238,535062,713054,42,M,1,Mini,9.16,16.9,Monday,0,8.0,Morning Peak,Clear,0,Medium,1,1.36,1.36,1.36,146.89,146.89,146.88999999999996,108.00735294117644,38.88264705882354,36.000000000000014,4.4,0.2279591383522096,High,Moderate,0,2.842170943040401e-14,0.0
TRIP98886232,585410,715573,51,M,1,Bike,0.97,2.4,Monday,0,8.0,Morning Peak,Foggy,2,Medium,1,1.39,1.39,1.39,25.0,25.0,25.0,17.98561151079137,7.014388489208631,38.99999999999999,2.6,0.1848212302909171,Medium,Moderate,0,0.0,0.0
TRIP53305582,552676,709018,34,M,0,Sedan,8.33,15.4,Saturday,5,22.0,Night,Rainy,3,Low,0,1.23,1.23,1.23,141.47,141.47,141.47000000000003,115.01626016260164,26.453739837398373,23.0,0.5,0.0727848101265822,Low,Moderate,0,-2.842170943040401e-14,0.0
TRIP96038820,528877,706567,61,M,0,Auto,13.09,62.6,Friday,4,14.0,Midday,Clear,0,Severe,3,1.63,1.63,1.5,216.44,216.44,199.17791411042944,132.78527607361963,83.65472392638037,63.0,2.1,0.246150714338589,High,High,1,17.262085889570557,0.1299999999999999
TRIP89880716,509407,708673,56,M,1,Auto,6.76,20.7,Thursday,3,8.0,Morning Peak,Clear,0,High,2,1.58,1.58,1.5,111.74,111.74,106.08227848101264,70.72151898734177,41.01848101265823,58.00000000000001,0.8,0.1923162336220297,High,High,1,5.657721518987358,0.08000000000000007
TRIP12151979,519305,711658,37,M,0,Prime,6.59,22.8,Wednesday,2,8.0,Morning Peak,Clear,0,Medium,1,1.34,1.34,1.34,262.92,262.92,262.92,196.2089552238806,66.71104477611942,34.00000000000001,0.5,0.1075949367088607,Medium,Moderate,0,0.0,0.0
TRIP25305787,507338,709654,24,F,1,Auto,6.5,11.5,Thursday,3,14.0,Midday,Cloudy,1,Medium,1,1.0,1.0,1.0,75.73,75.73,75.73,75.73,0.0,0.0,4.3,0.111111111111111,Medium,Fair,0,0.0,0.0
TRIP55750215,583088,717312,21,F,0,Prime,18.39,37.6,Sunday,6,18.0,Evening Peak,Rainy,3,High,2,1.77,1.77,1.3,696.57,696.57,511.6050847457629,393.542372881356,303.0276271186441,77.0,5.9,0.4015656229180546,Extreme,High,1,184.96491525423716,0.47
TRIP27591130,592365,702839,20,M,0,Bike,7.61,13.8,Friday,4,8.0,Morning Peak,Clear,0,Medium,1,1.09,1.09,1.09,59.32,59.32,59.32,54.42201834862385,4.897981651376149,9.000000000000005,1.8,0.0664927085646606,Low,Fair,0,0.0,0.0
TRIP14113936,537597,711349,28,M,1,SUV,5.64,13.9,Thursday,3,18.0,Evening Peak,Clear,0,Low,0,1.15,1.15,1.15,171.36,171.36,171.36,149.00869565217394,22.35130434782608,14.999999999999988,2.4,0.1030239099859352,Low,Fair,0,0.0,0.0
TRIP28377675,549543,716783,27,F,1,Auto,8.87,33.2,Wednesday,2,8.0,Morning Peak,Clear,0,Medium,1,1.18,1.18,1.18,114.08,114.08,114.08,96.67796610169492,17.402033898305078,17.99999999999999,9.1,0.3084240136205492,Extreme,Fair,0,0.0,0.0
